"Code
AGB","Code
CIQUAL",Groupe d'aliment,Sous-groupe d'aliment,Nom du Produit en Français,LCI Name,code saison (0 : hors saison ; 1 : de saison ; 2 : mix de consommation FR),code avion (1 : par avion),Livraison,Matériau d'emballage,Préparation,DQR - Note de qualité de la donnée (1 excellente ; 5 très faible),mPt/kg de produit,kg CO2 eq/kg de produit
76047,76047,boissons,eaux,"Eau minérale Ste-Marguerite, embouteillée, gazeuse, moyennement minéralisée (St-Maurice, 63)","Mineral sparkling water (Ste-Marguerite), bottled, averagely mineralized",2,0,Ambiant (long),PET,Pas de préparation,3.01,0.036000672,0.26760042
76093,76093,boissons,eaux,"Eau minérale St-Géron, embouteillée, gazeuse, moyennement minéralisée (St-Géron, 43)","Mineral sparkling water (St-Géron), bottled, averagely mineralized",2,0,Ambiant (long),PET,Pas de préparation,3.01,0.036000672,0.26760042
76094,76094,boissons,eaux,"Eau minérale St-Michel-de-Mourcairol, embouteillée, gazeuse, moyennement minéralisée (Les Aires, 34)","Mineral sparkling water (St-Michel-de-Mourcairol), bottled, averagely mineralized",2,0,Ambiant (long),PET,Pas de préparation,3.01,0.036000672,0.26760042
76049,76049,boissons,eaux,"Eau minérale St-Yorre, embouteillée, gazeuse, fortement minéralisée (Saint-Yorre, 03)","Mineral sparkling water (St-Yorre), bottled, strongly mineralized",2,0,Ambiant (long),PET,Pas de préparation,3.01,0.036000672,0.26760042
76050,76050,boissons,eaux,"Eau minérale Thonon, embouteillée, non gazeuse, faiblement minéralisée (Thonon, 74)","Mineral still water (Thonon), bottled, lightly mineralized",2,0,Ambiant (long),PET,Pas de préparation,2.97,0.036000672,0.26760042
76095,76095,boissons,eaux,"Eau minérale Treignac, embouteillée, non gazeuse, très faiblement minéralisée (Treignac, 19)","Mineral still water (Treignac), bottled, very lightly mineralized",2,0,Ambiant (long),PET,Pas de préparation,2.97,0.036000672,0.26760042
76096,76096,boissons,eaux,"Eau minérale Vals, embouteillée, gazeuse, moyennement minéralisée (Vals-les-Bains, 07)","Mineral sparkling water (Vals), bottled, averagely mineralized",2,0,Ambiant (long),PET,Pas de préparation,3.01,0.036000672,0.26760042
76078,76078,boissons,eaux,"Eau minérale Valvert, embouteillée, non gazeuse, faiblement minéralisée (Belgique)","Mineral still water (Valvert), bottled, lightly mineralized",2,0,Ambiant (long),PET,Pas de préparation,2.97,0.036000672,0.26760042
76097,76097,boissons,eaux,"Eau minérale Vauban, embouteillée, non gazeuse, moyennement minéralisée (St-Amand-les-Eaux, 59)","Mineral still water (Vauban), bottled, averagely mineralized",2,0,Ambiant (long),PET,Pas de préparation,2.97,0.036000672,0.26760042
76053,76053,boissons,eaux,"Eau minérale Ventadour, embouteillée, gazeuse, faiblement minéralisée (Le Pestrin, 07)","Mineral sparkling water (Ventadour), bottled, lightly mineralized",2,0,Ambiant (long),PET,Pas de préparation,3.01,0.036000672,0.26760042
76054,76054,boissons,eaux,"Eau minérale Vernet, embouteillée, gazeuse, faiblement minéralisée (Prades, 07)","Mineral sparkling water (Vernet), bottled, lightly mineralized",2,0,Ambiant (long),PET,Pas de préparation,3.01,0.036000672,0.26760042
76024,76024,boissons,eaux,"Eau minérale Vernière, embouteillée, gazeuse, moyennement minéralisée (Les Aires, 34)","Mineral sparkling water (Vernière), bottled, averagely mineralized",2,0,Ambiant (long),PET,Pas de préparation,3.01,0.036000672,0.26760042
76055,76055,boissons,eaux,"Eau minérale Vichy Célestins, embouteillée, gazeuse, fortement minéralisée (Saint-Yorre, 03)","Mineral sparkling water (Vichy Célestins), bottled, strongly mineralized",2,0,Ambiant (long),PET,Pas de préparation,3.01,0.036000672,0.26760042
76056,76056,boissons,eaux,"Eau minérale Vittel, embouteillée, non gazeuse, moyennement minéralisée (Vittel, 88)","Mineral still water (Vittel), bottled, averagely mineralized",2,0,Ambiant (long),PET,Pas de préparation,2.97,0.036000672,0.26760042
76058,76058,boissons,eaux,"Eau minérale Volvic active, embouteillée, gazeuse, faiblement minéralisée (Volvic, 63)","Mineral sparkling water (Volvic active), bottled, lightly mineralized",2,0,Ambiant (long),PET,Pas de préparation,3.01,0.036000672,0.26760042
76057,76057,boissons,eaux,"Eau minérale Volvic, embouteillée, non gazeuse, faiblement minéralisée (Volvic, 63)","Mineral still water (Volvic), bottled, lightly mineralized",2,0,Ambiant (long),PET,Pas de préparation,2.97,0.036000672,0.26760042
76059,76059,boissons,eaux,"Eau minérale Wattwiller, embouteillée, gazeuse ou non gazeuse, faiblement minéraliséee (Wattwiller, 68)","Mineral still water (Wattwiller), bottled, lightly mineralized",2,0,Ambiant (long),PET,Pas de préparation,2.97,0.036000672,0.26760042
1002,1002,boissons,boisson alcoolisées,Gin,Gin,2,0,Ambiant (long),Verre,Réfrigéré chez le consommateur,3.29,0.11980418000000001,1.1210845
2000,2000,boissons,boissons sans alcool,"Jus d'ananas, à base de concentré","Pineapple juice, reconstituted from a concentrate",2,0,Ambiant (long),Carton,Pas de préparation,2.1362148659299547,0.59445232,4.7246207
2073,2073,boissons,boissons sans alcool,"Jus d'ananas, pur jus","Pineapple juice, pure juice",2,0,Ambiant (long),Carton,Pas de préparation,2.1385065356205413,0.8285781400000001,6.5133706
1,1,boissons,boissons sans alcool,Jus de betterave,"Beetroot juice, pure juice",2,0,Ambiant (long),Verre,Pas de préparation,2.016503618272053,0.15389474,1.159751
2006,2006,boissons,boissons sans alcool,"Jus de carotte, pur jus","Carrot juice, pure juice",2,0,Ambiant (long),PET,Pas de préparation,2.089705368681146,0.082444642,0.3500993
2028,2028,boissons,boissons sans alcool,"Jus de citron, pur jus","Lemon juice, pure juice",2,0,Ambiant (long),HDPE,Pas de préparation,1.9502766114236323,0.19480665,0.78952041
0002,0002,boissons,boissons sans alcool,Jus de fruits rouges,"Mixed red fruits juice, pure juice",2,0,Ambiant (long),Carton,Pas de préparation,2.0388103263856285,0.14212653,0.62688589
2023,2023,boissons,boissons sans alcool,"Jus de mangue, frais","Mango juice, fresh",2,0,Ambiant (long),PET,Pas de préparation,2.111863731043873,0.052312296,0.47783664
2027,2027,boissons,boissons sans alcool,"Jus de pamplemousse (pomelo), pur jus","Grapefruit juice, pure juice",2,0,Ambiant (long),PET,Pas de préparation,2.089705368681146,0.6150934499999999,0.99884249
2074,2074,boissons,boissons sans alcool,"Jus de pomme, pur jus","Apple juice, pure juice",2,0,Ambiant (long),Carton,Pas de préparation,2.38,0.084261621,0.50192462
2016,2016,boissons,boissons sans alcool,"Jus de raisin, pur jus","Grape juice, pure juice",2,0,Ambiant (long),PET,Pas de préparation,2.0409042017417502,0.088667937,0.44673018
2053,2053,boissons,boissons sans alcool,"Jus de tomate, pur jus (aliment moyen)","Tomato juice, pure juice (average)",2,0,Ambiant (long),PET,Pas de préparation,2.1141059521508434,0.09691189600000001,0.4991552
2012,2012,boissons,boissons sans alcool,"Jus d'orange, à base de concentré","Orange juice, reconstituted from a concentrate",2,0,Ambiant (long),PET,Pas de préparation,2.021419800513372,0.026581946,1.1025495
2013,2013,boissons,boissons sans alcool,"Jus d'orange, maison","Orange juice, home-made",2,0,Glacé,Carton,Pas de préparation,2.27,0.13455571,0.90728803
2011,2011,boissons,boissons sans alcool,"Jus multifruit - base orange, multivitaminé","Mixed fruits juice, orange based, multivitamin",2,0,Ambiant (long),PET,Pas de préparation,2.02,0.10206297,1.0800016
2048,2048,boissons,boissons sans alcool,"Jus multifruit - base pomme, standard","Fruit juice, mixed - apple base, standard",2,0,Ambiant (long),Carton,Pas de préparation,2.0388103263856285,0.061484030999999995,0.72864425
2069,2069,boissons,boissons sans alcool,"Jus multifruit, à base de concentré, standard","Mixed fruits juice, reconstituted from a concentrate, multivitamin",2,0,Glacé,HPDE,Réfrigéré chez le consommateur,3.11,0.31765203999999997,0.91268285
2002,2002,boissons,boissons sans alcool,"Jus multifruit, pur jus, multivitaminé","Mixed fruits juice, pure juice, multivitamin",2,0,Glacé,HPDE,Réfrigéré chez le consommateur,3.11,0.31765203999999997,0.91268285
2035,2035,boissons,boissons sans alcool,"Jus multifruit, pur jus, standard","Mixed fruits juice, pure juice",2,0,Glacé,HPDE,Réfrigéré chez le consommateur,3.11,0.31765203999999997,0.91268285
1018,1018,boissons,boisson alcoolisées,Kir (au vin blanc),Kir (Cocktail of white wine with red fruit liqueur),2,0,Glacé,Verre,Réfrigéré chez le consommateur,2.97,0.19356241,1.3138784
1019,1019,boissons,boisson alcoolisées,Kir royal (au champagne),Champagne kir (Cocktail of champagne with red fruit liqueur),2,0,Glacé,Verre,Réfrigéré chez le consommateur,2.97,0.19476049,1.32548
18041,18041,boissons,boissons sans alcool,Lait de coco ou Crème de coco,Coconut milk or coconut cream,2,0,Glacé,Carton,Pas de préparation,3.33,0.06326019399999999,0.50748168
18035,18035,boissons,boissons sans alcool,"Limonade, non sucrée, avec édulcorants","Lemonade, without sugar, with artificial sweetener(s)",2,0,Glacé,PET,Pas de préparation,2.6,0.095238345,0.5120494
18010,18010,boissons,boissons sans alcool,"Limonade, sucrée","Lemonade, with sugar",2,0,Glacé,PET,Pas de préparation,2.31,0.095238345,0.5120494
18016,18016,boissons,boissons sans alcool,"Limonade, sucrée, avec édulcorants","Lemonade, with sugar and artificial sweetener(s)",2,0,Glacé,PET,Pas de préparation,2.6,0.095238345,0.5120494
1003,1003,boissons,boisson alcoolisées,Liqueur,Liqueur,2,0,Ambiant (long),Verre,Réfrigéré chez le consommateur,3.68,0.21323817,1.3926336
1015,1015,boissons,boisson alcoolisées,Marsala,Marsala wine,2,0,Ambiant (long),Verre,Réfrigéré chez le consommateur,3.41,0.1902482,1.1929323
2043,2043,boissons,boissons sans alcool,Nectar d'abricot,Apricot nectar,2,0,Ambiant (long),PET,Pas de préparation,2.0631614612717097,0.069231558,0.33345694
2366,2366,boissons,boissons sans alcool,Nectar de banane,Banana nectar,2,0,Ambiant (long),PET,Pas de préparation,2.111863731043873,0.069805624,0.46952417
2370,2370,boissons,boissons sans alcool,Nectar de mangue,Mango nectar,2,0,Ambiant (long),PET,Pas de préparation,2.111863731043873,0.05283877,0.59629942
2371,2371,boissons,boissons sans alcool,Nectar de pêche,Peach nectar,2,0,Ambiant (long),Verre,Pas de préparation,2.0631614612717097,0.21704716000000002,0.93317068
2054,2054,boissons,boissons sans alcool,Nectar de poire,Pear nectar,2,0,Ambiant (long),Verre,Pas de préparation,2.111863731043873,0.12755819,0.82003747
2375,2375,boissons,boissons sans alcool,Nectar d'orange,Orange nectar,2,0,Ambiant (long),Carton,Pas de préparation,2.0480162151576726,0.031271724,0.78132182
2060,2060,boissons,boissons sans alcool,"Nectar multifruit, multivitaminé","Mixed fruits nectar, multivitamin",2,0,Glacé,HPDE,Réfrigéré chez le consommateur,3.68,0.31765203999999997,0.91268285
2061,2061,boissons,boissons sans alcool,"Nectar multifruit, standard",Mixed fruits nectar,2,0,Glacé,HPDE,Réfrigéré chez le consommateur,3.68,0.31765203999999997,0.91268285
5004,5004,boissons,boisson alcoolisées,Panaché (limonade et bière),Shandy (beer + lemonade),2,0,Glacé,Verre,Réfrigéré chez le consommateur,2.39,0.11823464,1.001495
5005,5005,boissons,boisson alcoolisées,Panaché préemballé (<1° alc.),"Shandy, prepacked (<1° alcohol)",2,0,Glacé,Verre,Réfrigéré chez le consommateur,2.39,0.11823464,1.001495
1000,1000,boissons,boisson alcoolisées,Pastis,Pastis (anise-flavoured spirit),2,0,Ambiant (long),Verre,Réfrigéré chez le consommateur,3.29,0.11980418000000001,1.1210845
5100,5100,boissons,boisson alcoolisées,Pétillant de fruits,Sparkling fruit wine,2,0,Glacé,Verre,Pas de préparation,2.7,0.17904001,1.2384274
18101,18101,boissons,boissons sans alcool,"Poudre cacaotée ou au chocolat pour boisson, sucrée","Cocoa or chocolate powder, for beverages, with sugar, non rehydrated",2,0,Ambiant (long),Verre,Pas de préparation,2.77,1.3188517,27.483429
18168,18168,boissons,boissons sans alcool,"Poudre cacaotée ou au chocolat pour boisson, sucrée, enrichie en vitamines","Cocoa or chocolate powder, for beverages, with sugar, fortified with vitamins, non rehydrated",2,0,Ambiant (long),Verre,Pas de préparation,2.77,1.3188517,27.483429
18167,18167,boissons,boissons sans alcool,"Poudre cacaotée ou au chocolat sucrée pour boisson, enrichie en vitamines et minéraux","Cocoa or chocolate powder, for beverages, with sugar, fortified with vitamins and chemical elements, non rehydrated",2,0,Ambiant (long),Verre,Pas de préparation,2.77,1.3188517,27.483429
1004,1004,boissons,boisson alcoolisées,Rhum,Rum,2,0,Ambiant (long),Verre,Réfrigéré chez le consommateur,3.29,0.11980418000000001,1.1210845
1026,1026,boissons,boisson alcoolisées,Saké ou Alcool de riz,Sake or rice wine,2,0,Ambiant (long),Verre,Réfrigéré chez le consommateur,3.29,0.11980418000000001,1.1210845
1017,1017,boissons,boisson alcoolisées,Sangria,Sangria,2,0,Glacé,Verre,Réfrigéré chez le consommateur,2.63,0.20841302,1.4332814
18017,18017,boissons,boissons sans alcool,"Sirop à diluer, sucré","Syrup, with sugar (to be diluted)",2,0,Ambiant (long),Verre,Pas de préparation,2.63,0.15503368,1.0288063
2500,2500,boissons,boissons sans alcool,Smoothie,Smoothie,2,0,Glacé,HPDE,Réfrigéré chez le consommateur,3.07,0.11507640999999999,0.69522483
18020,18020,boissons,boissons sans alcool,"Thé infusé, non sucré","Tea, brewed, without sugar",2,0,Ambiant (long),LDPE,Cuisson à l'eau,2.98,0.012977799,0.039374451
18154,18154,boissons,boissons sans alcool,"Thé noir, infusé, non sucré","Black tea, brewed, without sugar",2,0,Ambiant (long),LDPE,Cuisson à l'eau,3.06,0.012977799,0.039374451
18156,18156,boissons,boissons sans alcool,"Thé oolong, infusé, non sucré","Oolong tea, brewed, without sugar",2,0,Ambiant (long),LDPE,Cuisson à l'eau,3.06,0.012977799,0.039374451
18155,18155,boissons,boissons sans alcool,"Thé vert, infusé, non sucré","Green tea, brewed, without sugar",2,0,Ambiant (long),LDPE,Cuisson à l'eau,3.06,0.012977799,0.039374451
18022,18022,boissons,boissons sans alcool,"Tisane infusée, non sucrée","Infusion, brewed, without sugar",2,0,Ambiant (long),LDPE,Cuisson à l'eau,3.13,0.012977799,0.039374451
18013,18013,boissons,boissons sans alcool,"Tonic ou bitter, non sucré, avec édulcorants","Tonic drink, without sugar, with artificial sweetener(s)",2,0,Glacé,PET,Pas de préparation,2.6,0.095238345,0.5120494
18344,18344,boissons,boissons sans alcool,"Tonic ou bitter, sucré","Tonic drink, with sugar",2,0,Glacé,PET,Pas de préparation,2.6,0.095238345,0.5120494
18014,18014,boissons,boissons sans alcool,"Tonic ou bitter, sucré, avec édulcorants","Tonic drink, with sugar and artificial sweetener(s)",2,0,Glacé,PET,Pas de préparation,2.6,0.095238345,0.5120494
5201,5201,boissons,boisson alcoolisées,Vin blanc mousseux,"Wine, white, sparkling",2,0,Glacé,Verre,Réfrigéré chez le consommateur,3.01,0.18491517000000002,1.2331141
5209,5209,boissons,boisson alcoolisées,Vin blanc mousseux aromatisé,"Wine, white, sparkling, flavoured",2,0,Glacé,Verre,Réfrigéré chez le consommateur,3.01,0.18491517000000002,1.2331141
5215,5215,boissons,boisson alcoolisées,Vin blanc sec,"Wine, white, dry",2,0,Glacé,Verre,Réfrigéré chez le consommateur,3.01,0.18491517000000002,1.2331141
1006,1006,boissons,boisson alcoolisées,Vin doux,"Wine, white, sweet",2,0,Ambiant (long),Verre,Réfrigéré chez le consommateur,3.01,0.17157939,1.0959186
5216,5216,boissons,boisson alcoolisées,Vin rosé,"Wine, rose",2,0,Glacé,Verre,Réfrigéré chez le consommateur,2.69,0.17388479,1.1875953
5214,5214,boissons,boisson alcoolisées,Vin rouge,"Wine, red",2,0,Ambiant (long),Verre,Réfrigéré chez le consommateur,3.18,0.19032762,1.1932051
1008,1008,boissons,boisson alcoolisées,Vodka,Vodka,2,0,Ambiant (long),Verre,Réfrigéré chez le consommateur,3.29,0.11980418000000001,1.1210845
1005,1005,boissons,boisson alcoolisées,Whisky,Whisky,2,0,Ambiant (long),Verre,Réfrigéré chez le consommateur,3.29,0.11980418000000001,1.1210845
4041,4041,entrées et plats composés,plats composés,Aligot (purée de pomme de terre à la tomme fraîche),Mashed potatoes w fresh tome cheese,2,0,Glacé,PP,Micro-onde ,2.26,0.31857699,3.0545945
25556,25556,entrées et plats composés,plats composés,Beignet de légumes,Vegetable fritters,2,0,Glacé,PP,Micro-onde ,2.52,0.25600878,1.3340981
25551,25551,entrées et plats composés,feuilletées et autres entrées,"Beignet de viande, volaille ou poisson, fait maison","Meat, poultry or fish fritters, home-made",2,0,Glacé,PS,Four ,1.92,0.8611308000000001,6.0372696
25001,25001,entrées et plats composés,plats composés,Blanquette de veau,Veal stew in white sauce,2,0,Glacé,PP,Four,2.56,1.5664525,15.459848
9082,9082,entrées et plats composés,plats composés,"Blé dur précuit cuisiné, en sachet micro-ondable","Durum wheat, pre-cooked, cooked, in a microwaveable bag",2,0,Ambiant (long),PP,Micro-onde ,3.38,0.06382045,0.48698515
9083,9083,entrées et plats composés,plats composés,"Blé dur précuit, grains entiers, cuisiné, à poêler","Durum wheat pre-cooked, whole grain, cooked, to pan-fry",2,0,Ambiant (long),PP,Poêle,3.38,0.062892459,0.51563044
25065,25065,entrées et plats composés,plats composés,Boeuf aux carottes,Beef stew with carrots,2,0,Glacé,PP,Micro-onde ,2.54,2.1719301,21.869826
25033,25033,entrées et plats composés,plats composés,Boeuf bourguignon,Burgundy-style beef stew,2,0,Glacé,PP,Micro-onde ,2.54,2.3664004,23.86369
25412,25412,entrées et plats composés,feuilletées et autres entrées,"Bouchée à la reine, à la viande/volaille/quenelle","Vol-au-vent, with meat/poultry/quenelle",2,0,Glacé,Carton,Four ,2.07,0.58280476,4.4691418
25503,25503,entrées et plats composés,feuilletées et autres entrées,"Bouchée à la reine, au poisson et fruits de mer",Vol-au-vent with fish and seafood,2,0,Glacé,Carton,Four ,3.12,1.3832784,7.6916025
25930,25930,entrées et plats composés,soupes,"Bouillon de boeuf, déshydraté reconstitué","Broth, stock or bouillon, beef",2,0,Ambiant (long),Carton et Aluminium,Cuisson à l'eau,2.1335445985001917,0.015140384,0.14357234
25948,25948,entrées et plats composés,soupes,"Bouillon de légumes, déshydraté reconstitué","Broth, stock or bouillon, vegetables",2,0,Ambiant (long),Carton,Cuisson à l'eau,2.11,0.015409353,0.13257772
25947,25947,entrées et plats composés,soupes,Bouillon de volaille,"Broth, stock or bouillon, poultry",2,0,Ambiant (long),Carton et Aluminium,Cuisson à l'eau,2.1110549413097774,0.01467493,0.13410668
25589,25589,entrées et plats composés,plats végétariens,"Boulette végétale au soja et/ou blé, préemballée","Plant-based ball with wheat and/or soybean, prepacked",2,0,Glacé,PP,Poêle,1.9639514706612098,0.31192992,1.9646791
25211,25211,entrées et plats composés,plats composés,"Boulettes au bœuf, à la sauce tomate","Meat balls, beef, with tomato sauce",2,0,Glacé,PP,Micro-onde ,2.43,1.1768387,11.563876
25559,25559,entrées et plats composés,feuilletées et autres entrées,Brick à la pomme de terre,"Fritter, filled with potatoes (filo pastry)",2,0,Glacé,PS,Four ,2.32,0.61405285,3.517957
25557,25557,entrées et plats composés,feuilletées et autres entrées,Brick à l'oeuf,"Fritter, filled with eggs (filo pastry)",2,0,Glacé,PS,Four ,2.32,0.61405285,3.517957
25558,25558,entrées et plats composés,feuilletées et autres entrées,Brick au boeuf,"Fritter, filled with beef (filo pastry)",2,0,Glacé,PS,Four ,2.32,0.61405285,3.517957
25438,25438,entrées et plats composés,feuilletées et autres entrées,"Brick garni (garniture : crevettes, légumes, volaille, viande, poisson, etc.)","Fritter, filled (filo pastry) (garnish : shrimps, vegetables, poultry, meat, etc.)",2,0,Glacé,PS,Four ,2.32,0.61405285,3.517957
25539,25539,entrées et plats composés,plats composés,Brochette de poisson,Fish on skewer,2,0,Glacé,PP,Four ,3.76,2.3662851000000003,13.358878
25416,25416,entrées et plats composés,sandwichs,Burger au poisson,"Fish burger, fast foods restaurant",2,0,Glacé,PS,Four,3.39,1.0457212,6.2137145
25502,25502,entrées et plats composés,sandwichs,Burger au poulet,"Chicken burger , fast foods restaurant",2,0,Glacé,PS,Four,2.42,0.61180026,4.6243075
25415_2,25415,entrées et plats composés,sandwichs,Burger végétarien,Veggie burger,2,0,Glacé,LDPE,Four,2.2582292994679944,0.31689076,2.3059534
25459,25459,entrées et plats composés,"pizzas, tartes et crêpes salées",Burritos,Burritos,2,0,Glacé,Carton,Four ,1.92,0.86049591,8.2045331
7814,7814,entrées et plats composés,feuilletées et autres entrées,"Cake salé (garniture : fromage, légumes, viande, poisson, volaille, etc.)","Savoury cake (with cheese, vegetables, meat, fish, poultry,etc.)",2,0,Glacé,Carton,Four ,1.91,0.58485023,3.9123305
25058,25058,entrées et plats composés,plats composés,"Canard en sauce (poivre vert, chasseur, etc.)","Duck with sauce (green pepper sauce, hunter-style sauce,etc.)",2,0,Glacé,PP,Micro-onde ,2.47,0.85218039,6.3825908
25099,25099,entrées et plats composés,plats composés,"Cassoulet au canard ou oie, appertisé","White bean stew, with duck or goose, canned",2,0,Ambiant (long),Acier,Micro-onde ,2.55,0.30581264999999996,2.3987945
25098,25098,entrées et plats composés,plats composés,"Cassoulet au porc, appertisé","White bean stew, with pork, canned",2,0,Ambiant (long),Acier,Micro-onde ,2.5,0.40949407,2.9577247
25002,25002,entrées et plats composés,plats composés,"Cassoulet, appertisé","White bean stew, canned",2,0,Ambiant (long),Acier,Micro-onde ,2.82,0.08762893599999999,0.77242513
25600,25600,entrées et plats composés,salades composées et crudités,"Céleri rémoulade, préemballé","Celeriac in remoulade sauce, prepacked",2,0,Glacé,PS,Pas de préparation,2.66,0.16455835,1.1639778
25605,25605,entrées et plats composés,salades composées et crudités,Champignon à la grecque,Greek-style marinated mushrooms,2,0,Glacé,PS,Pas de préparation,2.38,0.4167775,2.7782701
25414,25414,entrées et plats composés,sandwichs,"Cheeseburger, provenant de fast food","Cheeseburger, from fast foods restaurant",2,0,Glacé,PS,Four,1.96,1.7711993000000001,17.678039
25111,25111,entrées et plats composés,plats composés,Chili con carne,Chili con carne,2,0,Glacé,PP,Micro-onde ,1.97,1.8402038,18.543322
25106,25106,entrées et plats composés,plats composés,Chou farci,Stuffed cabbage,2,0,Glacé,PP,Micro-onde ,2.42,0.6096863,4.3145376
25003,25003,entrées et plats composés,plats composés,Choucroute garnie,"Sauerkraut, with garnish",2,0,Glacé,PP,Micro-onde ,2.38,0.31990953,2.2784619
25220,25220,entrées et plats composés,plats composés,"Choucroute, sans garniture, égouttée","Sauerkraut, without garnish, drained, cooked",2,0,Glacé,PP,Micro-onde ,3.05,0.12349273000000001,0.99970732
25121,25121,entrées et plats composés,plats composés,Coq au vin,Cockerel in red wine sauce,2,0,Glacé,PP,Micro-onde ,2.47,0.97441413,7.4034775
25152,25152,entrées et plats composés,plats composés,Couscous à la viande,Couscous w meat,2,0,Glacé,PP,Micro-onde ,2.39,0.47342813,3.851867
25043,25043,entrées et plats composés,plats composés,"Couscous à la viande ou au poulet, allégé","Couscous with meat or chicken, light",2,0,Glacé,PP,Micro-onde ,2.51,0.39972149,2.9833308
25029,25029,entrées et plats composés,plats composés,Couscous au mouton,Couscous w mutton,2,0,Glacé,PP,Micro-onde ,2.55,1.6268021,14.030388
25107,25107,entrées et plats composés,plats composés,Couscous au poisson,Couscous w fish,2,0,Glacé,PP,Micro-onde ,2.82,0.69559254,4.0667986
25138,25138,entrées et plats composés,plats composés,Couscous au poulet,Couscous w chicken,2,0,Glacé,PP,Micro-onde ,2.51,0.36573224,2.7235689
25150,25150,entrées et plats composés,plats composés,Couscous de légumes,Couscous with vegetables,2,0,Glacé,PP,Micro-onde ,2.36,0.12703294,0.89917267
25127,25127,entrées et plats composés,plats composés,Couscous royal (avec plusieurs viandes),Couscous royal (with different meats),2,0,Glacé,PP,Micro-onde ,2.83,0.47342813,3.851867
25572,25572,entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette aux noix de St Jacques,"Crepe or buckwheat crepe, filled with scallops",2,0,Glacé,Carton,Four ,2.22,0.68903518,4.9356325
25562,25562,entrées et plats composés,"pizzas, tartes et crêpes salées","Crêpe ou Galette complète (œuf, jambon, fromage)","Crepe or buckwheat crepe, filled with egg, ham and cheese",2,0,Glacé,Carton,Four ,1.86,0.5223281,3.8160277
25625,25625,entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette fourrée au poisson et / ou fruits de mer,"Crepe or buckwheat crepe, filled with fish and/or seafood",2,0,Glacé,Carton,Four ,2.89,0.38441005,3.0485514
25411,25411,entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette fourrée béchamel champignon,"Crepe or buckwheat crepe, filled with mushrooms and bechamel sauce",2,0,Glacé,Carton,Four ,1.82,0.46749478,3.4022713
25581,25581,entrées et plats composés,"pizzas, tartes et crêpes salées","Crêpe ou Galette fourrée béchamel champignon, cuite","Crepe or buckwheat crepe, filled with mushrooms and bechamel sauce, cooked",2,0,Glacé,Carton,Four ,2.32,0.5352348800000001,4.091989
25549,25549,entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette fourrée béchamel fromage,"Crepe or buckwheat crepe, filled with cheese and bechamel sauce",2,0,Glacé,Carton,Four ,1.92,0.28304482000000003,2.43265
25409,25409,entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette fourrée béchamel jambon,"Crepe, filled with ham",2,0,Glacé,Carton,Four ,1.92,0.5352348800000001,4.091989
25410,25410,entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette fourrée béchamel jambon fromage,"Crepe or buckwheat crepe, filled with cheese, ham and bechamel sauce",2,0,Glacé,Carton,Four ,1.92,0.5352348800000001,4.091989
25552,25552,entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette fourrée béchamel jambon fromage champignon,"Crepe or buckwheat crepe, filled with cheese, ham, mushrooms and bechamel sauce",2,0,Glacé,Carton,Four ,1.92,0.5887697199999999,4.4242416
25418,25418,entrées et plats composés,feuilletées et autres entrées,Croissant au jambon,Croissant filled with ham,2,0,Glacé,PS,Four ,2.13,0.53992326,4.2099611
26266,26266,entrées et plats composés,feuilletées et autres entrées,Croissant au jambon fromage,Croissant filled with ham and cheese,2,0,Glacé,PS,Four ,2.06,0.53992326,4.2099611
25542,25542,entrées et plats composés,sandwichs,Croque-madame,Toasted ham sandwich topped with grated cheese and a fried egg,2,0,Glacé,PS,Pas de préparation,1.93,0.51956415,4.2799219
25400,25400,entrées et plats composés,sandwichs,Croque-monsieur,Toasted ham sandwich topped with grated cheese,2,0,Glacé,PS,Pas de préparation,2.02,0.52002052,4.4233849
25547,25547,entrées et plats composés,sandwichs,"Croque-monsieur, rayon frais","Grilled cheese & ham sandwich, prepacked",2,0,Glacé,PS,Pas de préparation,1.75,0.52002052,4.4233849
25415_1,25415,entrées et plats composés,sandwichs,"Double cheeseburger, provenant de fast food","Cheeseburger, double, from fast foods restaurant",2,0,Glacé,PS,Four,1.96,1.324717,13.140338
25073,25073,entrées et plats composés,plats composés,Endive au jambon,Chicory w ham,2,0,Glacé,PP,Micro-onde ,1.97,0.47014608,3.660406
25026,25026,entrées et plats composés,plats composés,Épinards à la crème,Spinach w cream sauce,2,0,Glacé,PP,Micro-onde ,2.25,0.21908138000000002,2.0085373
20914,20914,entrées et plats composés,plats végétariens,Escalope végétale ou steak à base de soja,Soy patty or vegetable escalope,2,0,Glacé,PP,Poêle,1.9639514706612098,0.278983,1.8419951
25460,25460,entrées et plats composés,"pizzas, tartes et crêpes salées",Fajitas,Fajitas,2,0,Glacé,Carton,Four ,2.08,0.35701215999999997,2.4654243
